,start_hour,end_hour,rebalance_hour,cov,stdev
1648,2,24,16,shrinkage,0.0813416120488083
6203,15,19,11,shrinkage,0.081341915825836
1147,2,3,19,shrinkage,0.0813442244039162
315,0,14,3,shrinkage,0.081351926068657
1230,2,7,6,shrinkage,0.0813520582038312
2275,4,9,19,shrinkage,0.0813543574026386
2248,4,8,16,shrinkage,0.0813652543900089
1719,3,6,15,shrinkage,0.0813655354937175
469,0,20,13,shrinkage,0.0813847893106212
2104,3,22,16,shrinkage,0.0813938733115638
5639,13,14,23,shrinkage,0.0814012232414205
1717,3,6,13,shrinkage,0.0814041550967779
316,0,14,4,shrinkage,0.0814176656885888
6192,15,19,0,shrinkage,0.0814184473064691
3520,6,24,16,shrinkage,0.0814209298038361
5114,11,16,2,shrinkage,0.0814214053269417
6195,15,19,3,shrinkage,0.0814243663871971
810,1,11,18,shrinkage,0.0814305952405509
1718,3,6,14,shrinkage,0.0814403510221463
5373,12,14,21,shrinkage,0.0814446781398566
5475,12,19,3,shrinkage,0.0814510370756782
471,0,20,15,shrinkage,0.0814548274559788
1739,3,7,11,shrinkage,0.0814581678857072
5661,13,15,21,shrinkage,0.0814642189764568
813,1,11,21,shrinkage,0.0814693216732055
470,0,20,14,shrinkage,0.081470749205108
2416,4,15,16,shrinkage,0.0814755075313406
1207,2,6,7,shrinkage,0.0814815830172851
3016,5,21,16,shrinkage,0.0814819306501472
5712,13,18,0,shrinkage,0.0814936155304063
6204,15,19,12,shrinkage,0.0814963558840657
7126,22,23,22,shrinkage,0.0814997997950124
1040,1,21,8,shrinkage,0.0815004236344573
1742,3,7,14,shrinkage,0.081501080322957
1685,3,5,5,shrinkage,0.0815040321382176
6414,16,20,6,shrinkage,0.081504180619514
816,1,12,0,shrinkage,0.0815046451698558
1686,3,5,6,shrinkage,0.0815102217367167
6205,15,19,13,shrinkage,0.0815108245527109
2227,4,7,19,shrinkage,0.0815109204338596
7125,22,23,21,shrinkage,0.0815113194364021
1233,2,7,9,shrinkage,0.0815134385531457
1734,3,7,6,shrinkage,0.0815173123229547
5042,11,13,2,shrinkage,0.0815173783890125
5308,11,24,4,shrinkage,0.0815203238886962
1687,3,5,7,shrinkage,0.0815209368256447
6206,15,19,14,shrinkage,0.0815230876707685
2536,4,20,16,shrinkage,0.0815247891430547
6778,18,23,10,shrinkage,0.0815294955246633
1740,3,7,12,shrinkage,0.0815297639011889
6413,16,20,5,shrinkage,0.0815317630866619
1218,2,6,18,shrinkage,0.0815335201559349
7103,21,24,23,shrinkage,0.0815390847016435
6198,15,19,6,shrinkage,0.081544673296366
5528,12,21,8,shrinkage,0.0815458181502689
1624,2,23,16,shrinkage,0.0815463906588859
2128,3,23,16,shrinkage,0.0815472201559531
1688,3,5,8,shrinkage,0.0815486685103029
6196,15,19,4,shrinkage,0.0815598145678894
486,0,21,6,shrinkage,0.0815605013123603
1743,3,7,15,shrinkage,0.0815611325132943
2279,4,9,23,shrinkage,0.0815632141689671
1234,2,7,10,shrinkage,0.0815678593240809
5688,13,17,0,shrinkage,0.0815715088128963
5512,12,20,16,shrinkage,0.0815732455925424
1231,2,7,7,shrinkage,0.0815761929171473
6207,15,19,15,shrinkage,0.0815825846319376
6199,15,19,7,shrinkage,0.0815871109719114
1311,2,10,15,shrinkage,0.0815879110961042
5376,12,15,0,shrinkage,0.0815880069074782
6411,16,20,3,shrinkage,0.0815882740466468
6194,15,19,2,shrinkage,0.0815888427558127
5714,13,18,2,shrinkage,0.0815895545424943
1044,1,21,12,shrinkage,0.0815907125515927
6208,15,19,16,shrinkage,0.0815928659066235
1043,1,21,11,shrinkage,0.0815934491758508
1096,1,23,16,shrinkage,0.08159357317693
1741,3,7,13,shrinkage,0.0815938291249202
6415,16,20,7,shrinkage,0.0815947372739558
1120,1,24,16,shrinkage,0.0815982436043877
7127,22,23,23,shrinkage,0.0815993319597434
5715,13,18,3,shrinkage,0.0815994115648256
2152,3,24,16,shrinkage,0.0816003979281631
5713,13,18,1,shrinkage,0.0816005132059437
6412,16,20,4,shrinkage,0.081606611563488
7100,21,24,20,shrinkage,0.0816101043444078
6197,15,19,5,shrinkage,0.0816113919484693
820,1,12,4,shrinkage,0.0816118777120684
1694,3,5,14,shrinkage,0.0816125576979045
5692,13,17,4,shrinkage,0.0816129430247098
817,1,12,1,shrinkage,0.081616343164561
3256,6,13,16,shrinkage,0.0816225591561126
1037,1,21,5,shrinkage,0.0816230800524103
6408,16,20,0,shrinkage,0.0816244841980233
2756,5,10,20,shrinkage,0.0816292846851633
1692,3,5,12,shrinkage,0.0816296023089514
6410,16,20,2,shrinkage,0.0816339587739195
5233,11,21,1,shrinkage,0.0816349112530861
3568,7,9,16,shrinkage,0.0816410648306494
2278,4,9,22,shrinkage,0.0816426261892902
5483,12,19,11,shrinkage,0.0816435873237785
2758,5,10,22,shrinkage,0.0816470699531966
6193,15,19,1,shrinkage,0.0816496017650529
1185,2,5,9,shrinkage,0.081650360974954
487,0,21,7,shrinkage,0.0816525865775852
488,0,21,8,shrinkage,0.0816556843589484
6461,16,22,5,shrinkage,0.0816572992613863
7102,21,24,22,shrinkage,0.0816581820044277
5487,12,19,15,shrinkage,0.0816603834339694
5691,13,17,3,shrinkage,0.0816678278906837
1235,2,7,11,shrinkage,0.0816754435275978
1695,3,5,15,shrinkage,0.0816783557149105
6456,16,22,0,shrinkage,0.0816795546405696
1693,3,5,13,shrinkage,0.0816803998526433
1046,1,21,14,shrinkage,0.0816835450918819
2731,5,9,19,shrinkage,0.0816901222999879
1041,1,21,9,shrinkage,0.0816914186224021
466,0,20,10,shrinkage,0.0816920848712421
6774,18,23,6,shrinkage,0.0816960292492765
468,0,20,12,shrinkage,0.0817020585172294
7101,21,24,21,shrinkage,0.0817025537950115
1038,1,21,6,shrinkage,0.0817025897698771
819,1,12,3,shrinkage,0.0817051471917942
6458,16,22,2,shrinkage,0.0817076155815092
6202,15,19,10,shrinkage,0.0817092495213498
485,0,21,5,shrinkage,0.0817158929523224
2277,4,9,21,shrinkage,0.0817171727860361
1236,2,7,12,shrinkage,0.0817215510725775
2757,5,10,21,shrinkage,0.0817256882232792
2734,5,9,22,shrinkage,0.0817303505464604
5137,11,17,1,shrinkage,0.0817308044155515
1239,2,7,15,shrinkage,0.0817333592527137
490,0,21,10,shrinkage,0.0817344929195758
5256,11,22,0,shrinkage,0.0817350770030941
811,1,11,19,shrinkage,0.0817369079182021
5689,13,17,1,shrinkage,0.0817455582564979
6460,16,22,4,shrinkage,0.0817465964667203
6467,16,22,11,shrinkage,0.0817466052251841
6409,16,20,1,shrinkage,0.0817502005836057
6459,16,22,3,shrinkage,0.081750749621332
2759,5,10,23,shrinkage,0.0817537047442814
1045,1,21,13,shrinkage,0.0817565645706121
6200,15,19,8,shrinkage,0.0817582843591247
3448,6,21,16,shrinkage,0.0817606995600737
2276,4,9,20,shrinkage,0.081763416215056
1042,1,21,10,shrinkage,0.0817640116314274
3040,5,22,16,shrinkage,0.0817685762922671
4192,8,19,16,shrinkage,0.0817736194597998
1019,1,20,11,shrinkage,0.0817795052955497
494,0,21,14,shrinkage,0.0817814456122753
489,0,21,9,shrinkage,0.0817846837926505
6201,15,19,9,shrinkage,0.0817871001744999
1023,1,20,15,shrinkage,0.0817895757709516
1232,2,7,8,shrinkage,0.0817899559160059
1690,3,5,10,shrinkage,0.0817907896047174
1691,3,5,11,shrinkage,0.0817935347053124
3088,5,24,16,shrinkage,0.0817966199042638
472,0,20,16,shrinkage,0.0817992585305313
6223,15,20,7,shrinkage,0.0818001620880064
1237,2,7,13,shrinkage,0.0818022203260641
2710,5,8,22,shrinkage,0.0818038702387751
6462,16,22,6,shrinkage,0.0818103250013277
1689,3,5,9,shrinkage,0.0818135750080785
6457,16,22,1,shrinkage,0.0818166344722761
1013,1,20,5,shrinkage,0.0818175093412316
6218,15,20,2,shrinkage,0.0818212079836908
6416,16,20,8,shrinkage,0.0818212678410277
6656,17,24,8,shrinkage,0.0818215066317725
493,0,21,13,shrinkage,0.0818266206018857
2708,5,8,20,shrinkage,0.0818309431949809
1047,1,21,15,shrinkage,0.0818330505615077
2754,5,10,18,shrinkage,0.0818352029413355
410,0,18,2,shrinkage,0.0818365849663818
2254,4,8,22,shrinkage,0.0818367323894961
6216,15,20,0,shrinkage,0.0818390209982372
1018,1,20,10,shrinkage,0.0818408839311951
5535,12,21,15,shrinkage,0.0818412305755199
5890,14,15,10,shrinkage,0.0818434718344947
1015,1,20,7,shrinkage,0.0818434940111944
5552,12,22,8,shrinkage,0.0818447007705843
2709,5,8,21,shrinkage,0.0818465982944893
411,0,18,3,shrinkage,0.0818477528757792
6466,16,22,10,shrinkage,0.0818493070822612
6463,16,22,7,shrinkage,0.0818506701755563
2253,4,8,21,shrinkage,0.0818536076236628
5351,12,13,23,shrinkage,0.0818554224648164
3064,5,23,16,shrinkage,0.0818557499796068
6222,15,20,6,shrinkage,0.0818591274225162
6220,15,20,4,shrinkage,0.0818606143864293
1039,1,21,7,shrinkage,0.0818620582816407
388,0,17,4,shrinkage,0.081862696636978
2560,4,21,16,shrinkage,0.0818632413517694
6470,16,22,14,shrinkage,0.0818681941857032
6219,15,20,3,shrinkage,0.0818713558544003
2755,5,10,19,shrinkage,0.0818722785838629
6420,16,20,12,shrinkage,0.0818762109532929
6471,16,22,15,shrinkage,0.0818773741675307
387,0,17,3,shrinkage,0.0818815192439022
1205,2,6,5,shrinkage,0.0818891965909485
1021,1,20,13,shrinkage,0.081889762024511
1974,3,17,6,shrinkage,0.081891447373805
1998,3,18,6,shrinkage,0.081891447373805
6423,16,20,15,shrinkage,0.0818934718603245
3472,6,22,16,shrinkage,0.0818936245093106
6468,16,22,12,shrinkage,0.0818938886658691
4096,8,15,16,shrinkage,0.0818950270213833
5690,13,17,2,shrinkage,0.0818957592981975
6217,15,20,1,shrinkage,0.0818992900838882
1208,2,6,8,shrinkage,0.0819057593406026
2252,4,8,20,shrinkage,0.0819073042056254
412,0,18,4,shrinkage,0.0819085716370997
818,1,12,2,shrinkage,0.0819086909281733
290,0,13,2,shrinkage,0.0819103402386201
2672,5,7,8,shrinkage,0.0819117470986053
285,0,12,21,shrinkage,0.0819131860066765
1209,2,6,9,shrinkage,0.081913210952594
2255,4,8,23,shrinkage,0.0819150281315247
6465,16,22,9,shrinkage,0.0819166711324058
2711,5,8,23,shrinkage,0.0819208967898784
3496,6,23,16,shrinkage,0.0819239530588706
491,0,21,11,shrinkage,0.0819241216955023
289,0,13,1,shrinkage,0.0819243599654409
5716,13,18,4,shrinkage,0.0819272076994531
3808,7,19,16,shrinkage,0.0819294016896339
408,0,18,0,shrinkage,0.0819321710825752
2368,4,13,16,shrinkage,0.0819359715729464
6756,18,22,12,shrinkage,0.0819375969341873
6418,16,20,10,shrinkage,0.0819436104287362
6469,16,22,13,shrinkage,0.0819559777350852
2730,5,9,18,shrinkage,0.0819600538876149
6417,16,20,9,shrinkage,0.0819648429657015
6424,16,20,16,shrinkage,0.0819687461734663
6224,15,20,8,shrinkage,0.0819717818445559
1181,2,5,5,shrinkage,0.0819720278027402
7122,22,23,18,shrinkage,0.0819722532775388
6228,15,20,12,shrinkage,0.0819761586741912
6419,16,20,11,shrinkage,0.0819818541017673
1999,3,18,7,shrinkage,0.0819880920008174
287,0,12,23,shrinkage,0.0819896476736986
1973,3,17,5,shrinkage,0.0819905350954312
3832,7,20,16,shrinkage,0.081991275374775
3664,7,13,16,shrinkage,0.0819937790067216
7123,22,23,19,shrinkage,0.0819938942583498
1997,3,18,5,shrinkage,0.0820009959122129
1020,1,20,12,shrinkage,0.0820037098794398
1214,2,6,14,shrinkage,0.0820064426189828
1213,2,6,13,shrinkage,0.082008340700395
1016,1,20,8,shrinkage,0.0820141360026114
1183,2,5,7,shrinkage,0.0820189942477197
1182,2,5,6,shrinkage,0.0820205720877899
1206,2,6,6,shrinkage,0.0820229351661897
1211,2,6,11,shrinkage,0.0820230130823769
385,0,17,1,shrinkage,0.0820250863093123
1976,3,17,8,shrinkage,0.0820274912700114
5132,11,16,20,shrinkage,0.0820408469253499
866,1,14,2,shrinkage,0.0820484014069611
6395,16,19,11,shrinkage,0.0820484049334291
282,0,12,18,shrinkage,0.0820495363898452
6464,16,22,8,shrinkage,0.0820518319248386
1975,3,17,7,shrinkage,0.0820541983030995
1186,2,5,10,shrinkage,0.0820564609857207
837,1,12,21,shrinkage,0.0820614208483812
5656,13,15,16,shrinkage,0.082061669907408
865,1,14,1,shrinkage,0.08206316469053
5547,12,22,3,shrinkage,0.0820696747691145
6393,16,19,9,shrinkage,0.0820699318105143
2303,4,10,23,shrinkage,0.0820742948828459
2000,3,18,8,shrinkage,0.0820804166714106
6394,16,19,10,shrinkage,0.0820820223299155
2302,4,10,22,shrinkage,0.0820827512759282
5807,13,21,23,shrinkage,0.0820831565997163
292,0,13,4,shrinkage,0.0820859961093236
409,0,18,1,shrinkage,0.082088875476316
2301,4,10,21,shrinkage,0.082093314198996
6397,16,19,13,shrinkage,0.0820957228807928
6392,16,19,8,shrinkage,0.082096377175534
5806,13,21,22,shrinkage,0.0821018033973472
1238,2,7,14,shrinkage,0.0821034815343587
2706,5,8,18,shrinkage,0.0821057941664311
6396,16,19,12,shrinkage,0.0821085801933522
867,1,14,3,shrinkage,0.0821158053078707
4216,8,20,16,shrinkage,0.0821218797373112
1210,2,6,10,shrinkage,0.0821241177365798
1022,1,20,14,shrinkage,0.0821241835805239
6398,16,19,14,shrinkage,0.08213022307473
6421,16,20,13,shrinkage,0.082130942284684
5080,11,14,16,shrinkage,0.0821318814403367
6472,16,22,16,shrinkage,0.082131997619451
963,1,18,3,shrinkage,0.0821408777608036
492,0,21,12,shrinkage,0.0821443002132254
1494,2,18,6,shrinkage,0.0821514432705903
6399,16,19,15,shrinkage,0.0821548249969283
432,0,19,0,shrinkage,0.0821596932684654
5394,12,15,18,shrinkage,0.0821606513477117
2673,5,7,9,shrinkage,0.0821607074878163
518,0,22,14,shrinkage,0.082161463847883
284,0,12,20,shrinkage,0.0821631039020118
6232,15,20,16,shrinkage,0.0821711922353361
1327,2,11,7,shrinkage,0.0821731570442585
5805,13,21,21,shrinkage,0.0821743118147738
5548,12,22,4,shrinkage,0.0821776100090733
1188,2,5,12,shrinkage,0.0821809654601766
311,0,13,23,shrinkage,0.0821862239864265
1977,3,17,9,shrinkage,0.0821904033431724
2002,3,18,10,shrinkage,0.0821920711857694
308,0,13,20,shrinkage,0.0821933899064332
510,0,22,6,shrinkage,0.0821967730908879
5453,12,18,5,shrinkage,0.0822036917067016
2001,3,18,9,shrinkage,0.0822053077372499
864,1,14,0,shrinkage,0.0822058283827912
1187,2,5,11,shrinkage,0.0822127739750583
2674,5,7,10,shrinkage,0.0822142054163497
5852,13,23,20,shrinkage,0.0822173636215837
288,0,13,0,shrinkage,0.0822182510092349
2671,5,7,7,shrinkage,0.0822192309340791
467,0,20,11,shrinkage,0.0822211845358743
283,0,12,19,shrinkage,0.0822222011437265
1469,2,17,5,shrinkage,0.082223000406146
435,0,19,3,shrinkage,0.082224029300781
1470,2,17,6,shrinkage,0.0822246788355307
509,0,22,5,shrinkage,0.0822277005507469
2285,4,10,5,shrinkage,0.082230621005728
495,0,21,15,shrinkage,0.0822362395789902
5804,13,21,20,shrinkage,0.0822364293568208
1328,2,11,8,shrinkage,0.0822377356683475
4140,8,17,12,shrinkage,0.0822377674831945
3990,8,11,6,shrinkage,0.0822387899730816
5957,14,18,5,shrinkage,0.0822391726148458
6422,16,20,14,shrinkage,0.0822476874535071
1471,2,17,7,shrinkage,0.0822482527334752
433,0,19,1,shrinkage,0.0822504790463311
5437,12,17,13,shrinkage,0.082252484262705
4480,9,16,16,shrinkage,0.0822561893603167
1190,2,5,14,shrinkage,0.0822564877439808
6215,15,19,23,shrinkage,0.0822570377490629
6094,14,23,22,shrinkage,0.0822582350044402
1829,3,11,5,shrinkage,0.0822599805857495
2005,3,18,13,shrinkage,0.0822650848272866
839,1,12,23,shrinkage,0.0822651541507486
515,0,22,11,shrinkage,0.0822708259225393
384,0,17,0,shrinkage,0.0822717055324556
6229,15,20,13,shrinkage,0.0822726968063925
2669,5,7,5,shrinkage,0.0822819432553988
1493,2,18,5,shrinkage,0.0822819998421061
5767,13,20,7,shrinkage,0.0822833623181844
838,1,12,22,shrinkage,0.0822873929860392
1330,2,11,10,shrinkage,0.0822881176144608
5283,11,23,3,shrinkage,0.0822899741262382
1980,3,17,12,shrinkage,0.0822905355343608
537,0,23,9,shrinkage,0.0822928149617416
5958,14,18,6,shrinkage,0.0822961806175845
291,0,13,3,shrinkage,0.0822984439987575
6212,15,19,20,shrinkage,0.0823036539312416
5934,14,17,6,shrinkage,0.0823048159187598
386,0,17,2,shrinkage,0.082308129688346
936,1,17,0,shrinkage,0.0823095843434877
3989,8,11,5,shrinkage,0.0823125626814714
7099,21,24,19,shrinkage,0.0823126242523357
1191,2,5,15,shrinkage,0.0823129534332555
2707,5,8,19,shrinkage,0.0823136649983379
3856,7,21,16,shrinkage,0.0823147971209291
1982,3,17,14,shrinkage,0.0823153722683487
2006,3,18,14,shrinkage,0.0823153722683487
2584,4,22,16,shrinkage,0.0823157242186785
6214,15,19,22,shrinkage,0.0823167808075981
6400,16,19,16,shrinkage,0.0823191083480876
5438,12,17,14,shrinkage,0.0823212768251524
961,1,18,1,shrinkage,0.0823218788576171
5840,13,23,8,shrinkage,0.0823228112237431
1473,2,17,9,shrinkage,0.0823229528860231
5959,14,18,7,shrinkage,0.0823230192098463
6213,15,19,21,shrinkage,0.0823274864350462
286,0,12,22,shrinkage,0.0823281818653549
5933,14,17,5,shrinkage,0.0823287668548655
938,1,17,2,shrinkage,0.0823298834255066
6211,15,19,19,shrinkage,0.0823324992514765
1215,2,6,15,shrinkage,0.0823338660828844
836,1,12,20,shrinkage,0.0823351716499024
5935,14,17,7,shrinkage,0.0823365377897472
2677,5,7,13,shrinkage,0.0823376609615561
1979,3,17,11,shrinkage,0.0823395482570867
1472,2,17,8,shrinkage,0.082341495669746
6230,15,20,14,shrinkage,0.0823421811535217
516,0,22,12,shrinkage,0.0823448392908955
1325,2,11,5,shrinkage,0.082347256509373
1329,2,11,9,shrinkage,0.0823473766464749
307,0,13,19,shrinkage,0.082348479558665
3101,6,7,5,shrinkage,0.082351186741311
5960,14,18,8,shrinkage,0.0823513359544755
1833,3,11,9,shrinkage,0.0823548820356998
2675,5,7,11,shrinkage,0.0823558463808276
7098,21,24,18,shrinkage,0.0823583761289475
5455,12,18,7,shrinkage,0.0823598544299563
4134,8,17,6,shrinkage,0.082361749061208
2678,5,7,14,shrinkage,0.0823635709090386
1781,3,9,5,shrinkage,0.0823638318086898
310,0,13,22,shrinkage,0.0823657867593161
834,1,12,18,shrinkage,0.082370063835317
5999,14,19,23,shrinkage,0.0823754221150578
2608,4,23,16,shrinkage,0.0823762407942533
868,1,14,4,shrinkage,0.082381051173206
1189,2,5,13,shrinkage,0.0823823277216404
1326,2,11,6,shrinkage,0.0823845434759328
5878,13,24,22,shrinkage,0.0823867278964851
512,0,22,8,shrinkage,0.0823867359330601
964,1,18,4,shrinkage,0.0823886555843879
3992,8,11,8,shrinkage,0.0823891282638255
1983,3,17,15,shrinkage,0.0823895441543798
2007,3,18,15,shrinkage,0.0823895441543798
5997,14,19,21,shrinkage,0.0823906465929726
2300,4,10,20,shrinkage,0.0823910722303612
1501,2,18,13,shrinkage,0.0823935428858946
4157,8,18,5,shrinkage,0.0823969820123589
5759,13,19,23,shrinkage,0.0823979293340105
1476,2,17,12,shrinkage,0.0823982247370673
1331,2,11,11,shrinkage,0.0823996244000772
5439,12,17,15,shrinkage,0.0823998659071083
5998,14,19,22,shrinkage,0.082401534124186
4158,8,18,6,shrinkage,0.0824027282227056
306,0,13,18,shrinkage,0.0824056555572612
3367,6,18,7,shrinkage,0.0824057650758276
514,0,22,10,shrinkage,0.0824062583979394
4160,8,18,8,shrinkage,0.0824077460911003
5757,13,19,21,shrinkage,0.0824093558367877
962,1,18,2,shrinkage,0.0824095003793273
5436,12,17,12,shrinkage,0.0824113441283401
1498,2,18,10,shrinkage,0.0824146146163476
6544,17,19,16,shrinkage,0.0824184011445352
6226,15,20,10,shrinkage,0.0824217401647281
5756,13,19,20,shrinkage,0.0824219692123456
4768,10,14,16,shrinkage,0.0824225182413711
937,1,17,1,shrinkage,0.0824238152573341
2765,5,11,5,shrinkage,0.0824240305612579
5431,12,17,7,shrinkage,0.0824252246631846
2670,5,7,6,shrinkage,0.0824256455458146
6688,18,19,16,shrinkage,0.0824264435817238
2286,4,10,6,shrinkage,0.082428407423519
6225,15,20,9,shrinkage,0.0824285548930961
436,0,19,4,shrinkage,0.0824286832193375
6098,14,24,2,shrinkage,0.0824295631176621
5936,14,17,8,shrinkage,0.082433554546501
1832,3,11,8,shrinkage,0.0824337289610707
6227,15,20,11,shrinkage,0.0824338399835866
4136,8,17,8,shrinkage,0.0824341324527748
3103,6,7,7,shrinkage,0.0824347253168361
5996,14,19,20,shrinkage,0.0824348296819711
513,0,22,9,shrinkage,0.0824395675092089
5937,14,17,9,shrinkage,0.0824402800146809
5803,13,21,19,shrinkage,0.0824410665180583
2679,5,7,15,shrinkage,0.0824423196693813
560,0,24,8,shrinkage,0.082446724998489
2766,5,11,6,shrinkage,0.082448541560562
4159,8,18,7,shrinkage,0.0824507750801121
1478,2,17,14,shrinkage,0.082450824429331
2632,4,24,16,shrinkage,0.0824551919644479
1332,2,11,12,shrinkage,0.0824558744027776
3102,6,7,6,shrinkage,0.0824586828559898
5435,12,17,11,shrinkage,0.0824606392608852
5802,13,21,18,shrinkage,0.0824632534442215
559,0,24,7,shrinkage,0.082464237027829
6047,14,21,23,shrinkage,0.0824653637398557
1479,2,17,15,shrinkage,0.0824662506653708
1475,2,17,11,shrinkage,0.0824692691141272
5462,12,18,14,shrinkage,0.082471540622606
4133,8,17,5,shrinkage,0.0824743153931643
538,0,23,10,shrinkage,0.0824752774229838
1837,3,11,13,shrinkage,0.082475561296233
1502,2,18,14,shrinkage,0.0824761120830599
1474,2,17,10,shrinkage,0.0824769887785028
3991,8,11,7,shrinkage,0.082479055067586
960,1,18,0,shrinkage,0.0824797528209112
309,0,13,21,shrinkage,0.0824805812660576
5454,12,18,6,shrinkage,0.0824811017374015
5938,14,17,10,shrinkage,0.0824822421429813
861,1,13,21,shrinkage,0.0824822695827273
5940,14,17,12,shrinkage,0.0824831192342707
3104,6,7,8,shrinkage,0.0824837719504805
519,0,22,15,shrinkage,0.0824838865305503
3341,6,17,5,shrinkage,0.0824849002503478
6045,14,21,21,shrinkage,0.0824851316281494
520,0,22,16,shrinkage,0.0824876299818781
6451,16,21,19,shrinkage,0.0824899390814883
5461,12,18,13,shrinkage,0.0824921971237816
3993,8,11,9,shrinkage,0.0824951077785812
539,0,23,11,shrinkage,0.0824951334726145
4137,8,17,9,shrinkage,0.0824956024938036
533,0,23,5,shrinkage,0.0824958270932638
2288,4,10,8,shrinkage,0.082501682457112
5963,14,18,11,shrinkage,0.0825023173025231
6237,15,20,21,shrinkage,0.0825077475091231
4142,8,17,14,shrinkage,0.0825121928028463
4165,8,18,13,shrinkage,0.0825125115846737
4143,8,17,15,shrinkage,0.082513153290612
1333,2,11,13,shrinkage,0.0825144694824231
5429,12,17,5,shrinkage,0.08251872199819
